         362248 function calls (355583 primitive calls) in 127.908 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.245    0.245 _pickle.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:13(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:130(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:158(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
      339    0.000    0.000    0.000    0.000 _typing.py:77(<lambda>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
      198    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
      198    0.001    0.000    0.001    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:366(errstate)
       99    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
       99    0.000    0.000    0.001    0.000 _ufunc_config.py:429(__enter__)
       99    0.000    0.000    0.001    0.000 _ufunc_config.py:434(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _util.py:18(register_writer)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
       80    0.000    0.000    0.000    0.000 _validators.py:213(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        4    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        2    0.000    0.000    0.005    0.002 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:11(XlrdReader)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:15(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:167(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:21(XlwtWriter)
       83    0.000    0.000    0.002    0.000 abc.py:105(__new__)
       19    0.000    0.000    0.000    0.000 abc.py:110(register)
      229    0.000    0.000    0.001    0.000 abc.py:117(__instancecheck__)
   105/29    0.000    0.000    0.001    0.000 abc.py:121(__subclasscheck__)
      141    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.007    0.002 accessor.py:1(<module>)
       50    0.000    0.000    0.000    0.000 accessor.py:105(_forbid_nonstring_types)
       10    0.000    0.000    0.000    0.000 accessor.py:112(delegate_names)
        9    0.000    0.000    0.000    0.000 accessor.py:124(_map_and_wrap)
        1    0.000    0.000    0.002    0.002 accessor.py:134(StringMethods)
        1    0.000    0.000    0.000    0.000 accessor.py:14(DirNamesMixin)
       10    0.000    0.000    0.000    0.000 accessor.py:140(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:153(CachedAccessor)
        7    0.000    0.000    0.001    0.000 accessor.py:165(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:17(BaseAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:173(__init__)
        7    0.000    0.000    0.001    0.000 accessor.py:177(__get__)
        7    0.000    0.000    0.001    0.000 accessor.py:184(_validate)
        1    0.000    0.000    0.000    0.000 accessor.py:216(SparseFrameAccessor)
        7    0.000    0.000    0.001    0.000 accessor.py:245(_wrap_result)
        7    0.000    0.000    0.002    0.000 accessor.py:2666(len)
        1    0.000    0.000    0.000    0.000 accessor.py:28(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:43(PandasDelegate)
       10    0.000    0.000    0.000    0.000 accessor.py:57(_add_delegate_accessors)
       50    0.000    0.000    0.000    0.000 accessor.py:57(forbid_nonstring_types)
       62    0.000    0.000    0.000    0.000 accessor.py:77(_create_delegator_property)
       34    0.000    0.000    0.000    0.000 accessor.py:91(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:140(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:300(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:407(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:42(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:474(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.012    0.012 aggregation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 algorithms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1207(SelectN)
        1    0.000    0.000    0.000    0.000 algorithms.py:1239(SelectNSeries)
        1    0.000    0.000    0.000    0.000 algorithms.py:1317(SelectNFrame)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:64(_filter_special_cases)
        4    0.000    0.000    0.054    0.013 api.py:1(<module>)
        8    0.000    0.000    0.001    0.000 api.py:113(_get_combined_index)
        8    0.000    0.000    0.001    0.000 api.py:165(union_indexes)
       16    0.000    0.000    0.000    0.000 api.py:225(<genexpr>)
        8    0.000    0.000    0.000    0.000 api.py:236(_sanitize_and_check)
        8    0.000    0.000    0.000    0.000 api.py:257(<setcomp>)
        4    0.000    0.000    0.504    0.126 api.py:3(<module>)
        8    0.000    0.000    0.001    0.000 api.py:69(get_objs_combined_axis)
        8    0.000    0.000    0.000    0.000 api.py:95(<listcomp>)
        8    0.000    0.000    0.000    0.000 api.py:99(_get_distinct_objs)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:1006(SeriesApply)
       39    0.000    0.000    0.000    0.000 apply.py:101(__init__)
       39    0.000    0.000    0.000    0.000 apply.py:1010(__init__)
       39    0.000    0.000    0.013    0.000 apply.py:1029(apply)
       39    0.001    0.000    0.013    0.000 apply.py:1079(apply_standard)
        1    0.000    0.000    0.000    0.000 apply.py:1114(GroupByApply)
        1    0.000    0.000    0.000    0.000 apply.py:1140(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 apply.py:595(NDFrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:610(FrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:870(FrameRowApply)
        1    0.000    0.000    0.000    0.000 apply.py:930(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 apply.py:98(Apply)
        1    0.000    0.000    0.004    0.004 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:223(SparseArray)
        1    0.000    0.000    0.001    0.001 array_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:100(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1166(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1320(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 array_manager.py:689(ArrayManager)
        1    0.000    0.000    0.008    0.008 array_ops.py:1(<module>)
       14    0.000    0.000    0.000    0.000 array_ops.py:399(get_array_op)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:23(OpsMixin)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1184(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1197(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1207(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1240(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1266(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1298(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1303(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1313(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1527(_guarded_repr_or_str)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1534(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:455(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:465(decorating_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:468(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:867(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
        7    0.000    0.000    0.031    0.004 base.py:1(<module>)
        8    0.000    0.000    0.000    0.000 base.py:1039(copy)
       28    0.000    0.000    0.002    0.000 base.py:1178(format)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseStringArrayMethods)
       14    0.000    0.000    0.002    0.000 base.py:1200(_format_with_header)
       14    0.000    0.000    0.001    0.000 base.py:1211(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:129(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:1327(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:134(SingleDataManager)
        1    0.000    0.000    0.000    0.000 base.py:1388(ExtensionScalarOpsMixin)
        7    0.000    0.000    0.000    0.000 base.py:141(_freeze)
      178    0.000    0.000    0.000    0.000 base.py:1449(name)
        8    0.000    0.000    0.000    0.000 base.py:1467(_validate_names)
       70    0.000    0.000    0.000    0.000 base.py:148(__setattr__)
       40    0.000    0.000    0.000    0.000 base.py:1500(_get_names)
       16    0.000    0.000    0.000    0.000 base.py:1503(_set_names)
       16    0.000    0.000    0.000    0.000 base.py:1532(set_names)
        1    0.000    0.000    0.000    0.000 base.py:163(DataError)
        8    0.000    0.000    0.000    0.000 base.py:1643(rename)
        1    0.000    0.000    0.000    0.000 base.py:167(SpecificationError)
       14    0.000    0.000    0.000    0.000 base.py:1697(nlevels)
        1    0.000    0.000    0.000    0.000 base.py:171(SelectionMixin)
        1    0.000    0.000    0.000    0.000 base.py:193(_maybe_return_indexers)
        2    0.000    0.000    0.000    0.000 base.py:2094(is_integer)
       36    0.000    0.000    0.000    0.000 base.py:220(disallow_kwargs)
        2    0.000    0.000    0.000    0.000 base.py:2382(inferred_type)
       17    0.000    0.000    0.000    0.000 base.py:2389(_is_all_dates)
        1    0.000    0.000    0.000    0.000 base.py:24(DataManager)
        1    0.000    0.000    0.001    0.001 base.py:248(Index)
        1    0.000    0.000    0.000    0.000 base.py:258(IndexOpsMixin)
      453    0.000    0.000    0.002    0.000 base.py:263(is_dtype)
        8    0.000    0.000    0.000    0.000 base.py:2830(_validate_sort_keyword)
       70    0.000    0.000    0.000    0.000 base.py:308(ndim)
        8    0.000    0.000    0.001    0.000 base.py:3152(difference)
        8    0.000    0.000    0.000    0.000 base.py:3300(_assert_can_do_setop)
        8    0.000    0.000    0.000    0.000 base.py:3306(_convert_can_do_setop)
       76    0.000    0.000    0.000    0.000 base.py:34(__len__)
        2    0.000    0.000    0.000    0.000 base.py:340(size)
        1    0.000    0.000    0.000    0.000 base.py:35(ExtensionDtype)
       17    0.000    0.000    0.000    0.000 base.py:371(register_extension_dtype)
    64/36    0.001    0.000    0.005    0.000 base.py:375(__new__)
        1    0.000    0.000    0.000    0.000 base.py:395(Registry)
      124    0.000    0.000    0.001    0.000 base.py:41(shape)
        1    0.000    0.000    0.000    0.000 base.py:411(__init__)
       17    0.000    0.000    0.000    0.000 base.py:414(register)
      124    0.000    0.000    0.000    0.000 base.py:425(find)
      372    0.000    0.000    0.000    0.000 base.py:43(<genexpr>)
      264    0.000    0.000    0.000    0.000 base.py:4379(_values)
